Kode,info_longName,info_sector,info_industry,info_marketCap,info_category,trading_recommendation,technical_trend,technical_momentum,technical_signal,price_action_market_structure,price_action_market_total_zones,fundamental_score,fundamental_rating,valuation_score,valuation_conclusion,valuation_reason,valuation_notes,info_website
FMII.JK,PT Fortune Mate Indonesia Tbk,Real Estate,Real Estate - Development,1868799934464.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,LL,36.0,15.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi,https://www.fmiindo.com
MEDC.JK,PT Medco Energi Internasional Tbk,Energy,Oil & Gas E&P,36531028885504.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,36.0,15.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.medcoenergi.com
CPIN.JK,PT Charoen Pokphand Indonesia Tbk,Consumer Defensive,Farm Products,72643139076096.0,Menengah,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,LL,39.0,15.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.cp.co.id
BBCA.JK,PT Bank Central Asia Tbk,Financial Services,Banks - Regional,1001379678126080.0,Bluechip,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,36.0,15.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.bca.co.id
GOOD.JK,PT Garudafood Putra Putri Jaya Tbk,Consumer Defensive,Packaged Foods,13054780637184.0,Menengah,WAIT,BEARISH,NETRAL,SELL,LL,16.0,15.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.garudafood.com
KETR.JK,PT Ketrosden Triasmitra,Technology,Communication Equipment,2898088165376.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,39.0,15.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|⚠️ PBV agak tinggi,https://www.triasmitra.com
SAMF.JK,"PT Saraswanti Anugerah Makmur, Tbk",Basic Materials,Agricultural Inputs,3464500084736.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,HL,18.0,15.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://saraswantifertilizer.com
KONI.JK,PT Perdana Bangun Pusaka Tbk,Consumer Cyclical,Specialty Retail,723840008192.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,25.0,15.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.perdanabangunpusaka.co.id
BOLT.JK,PT Garuda Metalindo Tbk,Industrials,Tools & Accessories,2402343714816.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,19.0,15.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://garudametalindo.co.id
CBDK.JK,,Real Estate,Real Estate Services,45209832390656.0,Menengah,WAIT,BULLISH,NETRAL,NO TRADE,HL,33.0,15.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.cbdpik2.com
DGWG.JK,,Basic Materials,Agricultural Inputs,2211764764672.0,Kecil,WAIT,BEARISH,NETRAL,SELL,LL,36.0,15.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.dgw.co.id
BRIS.JK,PT Bank Syariah Indonesia Tbk,Financial Services,Banks - Regional,104252127051776.0,Bluechip,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,29.0,15.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.bankbsi.co.id
MBAP.JK,PT Mitrabara Adiperdana Tbk,Energy,Thermal Coal,2196816789504.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,21.0,15.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.mitrabaraadiperdana.co.id
LPPF.JK,PT Matahari Department Store Tbk,Consumer Cyclical,Department Stores,2188314279936.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,28.0,15.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.matahari.com
SSMS.JK,PT Sawit Sumbermas Sarana Tbk.,Consumer Defensive,Farm Products,14716125577216.0,Menengah,WAIT,BEARISH,NETRAL,NO TRADE,LL,38.0,15.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.ssms.co.id
DAAZ.JK,,Basic Materials,Other Industrial Metals & Mining,7049409724416.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,39.0,15.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.daaz-group.com
NEST.JK,,Consumer Defensive,Farm Products,1455824961536.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,25.0,15.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.estaindonesia.co.id
ENRG.JK,PT Energi Mega Persada Tbk,Energy,Oil & Gas E&P,41890506342400.0,Menengah,WAIT,BULLISH,NETRAL,NO TRADE,LL,39.0,15.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi,https://www.emp.id
SGER.JK,PT Sumber Global Energy Tbk,Energy,Thermal Coal,9040407035904.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,36.0,15.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.sumberglobalenergy.co.id
BNLI.JK,PT Bank Permata Tbk,Financial Services,Banks - Regional,186333750362112.0,Bluechip,WAIT,BULLISH,NETRAL,NO TRADE,HL,37.0,15.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.permatabank.com
ASLI.JK,,Industrials,Engineering & Construction,4218749976576.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,13.0,15.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.asrikaryalestari.co.id
HMSP.JK,PT Hanjaya Mandala Sampoerna Tbk,Consumer Defensive,Tobacco,92472868864000.0,Menengah,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,31.0,15.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.sampoerna.com
PGAS.JK,PT Perusahaan Gas Negara Tbk,Utilities,Utilities - Regulated Gas,49452677070848.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,35.0,15.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://pgn.co.id
MYOH.JK,PT Samindo Resources Tbk,Energy,Thermal Coal,3077805965312.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,25.0,15.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.samindoresources.com
BINA.JK,PT Bank Ina Perdana Tbk,Financial Services,Banks - Regional,28833166131200.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,18.0,15.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.bankina.co.id
IFSH.JK,PT Ifishdeco Tbk,Basic Materials,Other Industrial Metals & Mining,4038609600512.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,23.0,15.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.ifishdeco.com
HEXA.JK,PT Hexindo Adiperkasa Tbk,Industrials,Industrial Distribution,3729600020480.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,23.0,15.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.hexindo-tbk.co.id
MAPA.JK,PT Map Aktif Adiperkasa Tbk,Consumer Cyclical,Specialty Retail,18242561114112.0,Menengah,WAIT,BEARISH,LEMAH (BEARISH),SELL,HL,25.0,15.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://mapactive.id
IRSX.JK,PT Folago Global Nusantara Tbk,Technology,Software - Application,4863111987200.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,HL,24.0,15.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://folagocorp.com
CHIP.JK,PT Pelita Teknologi Global Tbk,Communication Services,Telecom Services,1007500001280.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,28.0,15.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.pelitateknologi.com
MLPT.JK,PT Multipolar Technology Tbk,Technology,Information Technology Services,117000001028096.0,Bluechip,WAIT,BEARISH,NETRAL,NO TRADE,LL,36.0,15.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.multipolar.com
HEAL.JK,PT Medikaloka Hermina Tbk,Healthcare,Medical Care Facilities,21665989787648.0,Menengah,WAIT,BEARISH,NETRAL,NO TRADE,HL,31.0,15.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.herminahospitals.com
MSTI.JK,,Technology,Information Technology Services,4536456445952.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,26.0,15.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.mastersystem.co.id
SILO.JK,PT Siloam International Hospitals Tbk,Healthcare,Medical Care Facilities,32471282352128.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,31.0,15.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.siloamhospitals.com
ROTI.JK,PT Nippon Indosari Corpindo Tbk,Consumer Defensive,Packaged Foods,4418620620800.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,3.0,15.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.sariroti.com
CBRE.JK,PT Cakra Buana Resources Energi Tbk,Industrials,Marine Shipping,4515376922624.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,20.0,15.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi,https://www.cbre.co.id
DWGL.JK,PT Dwi Guna Laksana Tbk,Energy,Thermal Coal,3016419704832.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,29.0,15.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi,https://dwigunalaksana.co.id
INKP.JK,PT Indah Kiat Pulp & Paper Tbk,Basic Materials,Paper & Paper Products,54709830287360.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,42.0,15.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://indahkiat.co.id
SCMA.JK,PT Surya Citra Media Tbk,Communication Services,Broadcasting,20436494581760.0,Menengah,WAIT,BEARISH,LEMAH (BEARISH),SELL,HL,44.0,15.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.scm.co.id
GLVA.JK,PT Galva Technologies Tbk,Technology,Electronics & Computer Distribution,612000006144.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,31.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV wajar|✅ Dividend yield tinggi,https://www.gtc.co.id
DADA.JK,PT Diamond Citra Propertindo Tbk,Real Estate,Real Estate Services,371576537088.0,Kecil,WAIT,BEARISH,NETRAL,SELL,LL,3.0,10.0,BURUK 🔴,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.diamondland.id
SINI.JK,PT Singaraja Putra Tbk,Basic Materials,Lumber & Wood Production,9235199950848.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,22.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://singarajaputra.com
BMAS.JK,PT Bank Maspion Indonesia Tbk,Financial Services,Banks - Regional,11314164400128.0,Menengah,WAIT,BEARISH,LEMAH (BEARISH),SELL,HL,26.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://bankmaspion.co.id
UCID.JK,PT Uni-Charm Indonesia Tbk,Consumer Defensive,Household & Personal Products,1845518139392.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,HL,21.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.unicharm.co.id
DMMX.JK,PT Digital Mediatama Maxima Tbk,Communication Services,Advertising Agencies,2526283300864.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,HL,30.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.dmmgroup.id
JAST.JK,PT. Jasnita Telekomindo Tbk,Communication Services,Telecom Services,109340147712.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,24.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://jasnita.com
ENZO.JK,PT Morenzo Abadi Perkasa Tbk,Consumer Defensive,Packaged Foods,170841227264.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,6.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV rendah,https://www.morenzo.co.id
HOMI.JK,PT Grand House Mulia Tbk,Real Estate,Real Estate - Development,913500012544.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,31.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.granddevelopment.id
PMJS.JK,PT Putra Mandiri Jembar Tbk,Consumer Cyclical,Auto & Truck Dealerships,1650672009216.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,14.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.ptpmj.co.id
HRME.JK,PT Menteng Heritage Realty Tbk,Consumer Cyclical,Lodging,387318775808.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,16.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.hrme.co.id
CPRI.JK,PT Capri Nusa Satu Properti Tbk,,,121668993024.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
PLAN.JK,PT Planet Properindo Jaya Tbk,Consumer Cyclical,Lodging,55595995136.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,19.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah,https://www.planetproperindojaya.com
PTDU.JK,PT Djasa Ubersakti Tbk,Industrials,Engineering & Construction,214499999744.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,1.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah),https://www.djasaubersakti.co.id
MTPS.JK,PT Meta Epsi Tbk.,Industrials,Engineering & Construction,168872919040.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,10.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.metaepsi.com
WOWS.JK,PT Ginting Jaya Energi Tbk,Energy,Oil & Gas Equipment & Services,227766239232.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,20.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.gj-energi.co.id
BIPP.JK,PT Bhuwanatala Indah Permai Tbk,Real Estate,Real Estate - Diversified,402293555200.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,17.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.bipp.co.id
ESIP.JK,PT Sinergi Inti Plastindo Tbk,Consumer Cyclical,Packaging & Containers,93236117504.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,17.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://sinergiplastama.co.id
SCNP.JK,PT Selaras Citra Nusantara Perkasa Tbk,Technology,Consumer Electronics,452499996672.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,33.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah|✅ Dividend yield tinggi,https://www.scnp.co.id
CCSI.JK,PT Communication Cable Systems Indonesia Tbk,Technology,Communication Equipment,472000004096.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,29.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ Harga di bawah nilai buku (murah),https://www.ccsi.co.id
IRRA.JK,PT Itama Ranoraya Tbk,Healthcare,Medical Distribution,654392754176.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,26.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|✅ PBV rendah,https://www.itama.co.id
PURE.JK,PT Trinitan Metals and Minerals Tbk,,,70134177792.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
INOV.JK,PT Inocycle Technology Group Tbk,Industrials,Waste Management,444822585344.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,28.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ PBV rendah,https://inocycle.com
LIFE.JK,PT MSIG Life Insurance Indonesia Tbk,Financial Services,Insurance - Life,18059999838208.0,Menengah,WAIT,BEARISH,NETRAL,NO TRADE,HL,24.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.msiglife.co.id
EAST.JK,PT Eastparc Hotel Tbk,Consumer Cyclical,Lodging,392008499200.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,6.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.eastparc.co.id
BBSS.JK,PT Bumi Benowo Sukses Sejahtera Tbk,Industrials,Engineering & Construction,2112007045120.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,30.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://bumibenowo.com
BHAT.JK,PT Bhakti Multi Artha Tbk,Financial Services,Insurance - Life,6450000166912.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,24.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.bhaktimultiartha.co.id
IKAN.JK,PT Era Mandiri Cemerlang Tbk,Consumer Defensive,Farm Products,121666617344.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,29.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV wajar,https://www.indonesiaseafood.net
ENVY.JK,PT Envy Technologies Indonesia Tbk,,,89999998976.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,
SMKL.JK,PT Satyamitra Kemas Lestari Tbk,Consumer Cyclical,Packaging & Containers,632345788416.0,Kecil,LAYAK DITRADINGKAN,BULLISH,NETRAL,BUY,LL,19.0,10.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.satyamitra.com
IPTV.JK,PT MNC Vision Networks Tbk,Communication Services,Entertainment,2405283135488.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,8.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.mncvisionnetworks.com
HDIT.JK,PT Hensel Davest Indonesia Tbk,Technology,Software - Infrastructure,129597792256.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,17.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.hdi.co.id
BAPI.JK,PT Bhakti Agung Propertindo Tbk,Real Estate,Real Estate - Development,268415041536.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,3.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.bhaktiagung.com
PTPW.JK,PT Pratama Widya Tbk,Industrials,Engineering & Construction,900142202880.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,13.0,10.0,BURUK 🔴,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV rendah|✅ Dividend yield tinggi,https://www.pratamawidya.com
