Kode,info_longName,info_sector,info_industry,info_marketCap,info_category,trading_recommendation,technical_trend,technical_momentum,technical_signal,price_action_market_structure,price_action_market_total_zones,fundamental_score,fundamental_rating,valuation_score,valuation_conclusion,valuation_reason,valuation_notes,info_website
FORU.JK,PT Fortune Indonesia Tbk,Communication Services,Advertising Agencies,814141997056.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,33.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://foru.co.id
MDKA.JK,PT Merdeka Copper Gold Tbk,Basic Materials,Other Industrial Metals & Mining,74712986157056.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,36.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.merdekacoppergold.com
SOSS.JK,PT Shield On Service Tbk,Industrials,Staffing & Employment Services,743455195136.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,25.0,0.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.sos.co.id
ABBA.JK,PT Mahaka Media Tbk,Communication Services,Publishing,255833030656.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,9.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.mahakax.com
TRUE.JK,PT Triniti Dinamik Tbk,Real Estate,Real Estate - Development,4012687228928.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,16.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi,https://www.trinitidinamik.com
MGLV.JK,PT Panca Anugrah Wisesa Tbk,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5428917829632.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,21.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://pancaanugrahwisesa.com
DOID.JK,PT Buma Internasional Grup Tbk,Energy,Thermal Coal,2648581079040.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,32.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi,https://bumainternational.com
CASA.JK,PT Capital Financial Indonesia Tbk,Financial Services,Insurance - Life,84982982770688.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,18.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.capitalfinancial.co.id
SFAN.JK,PT Surya Fajar Capital Tbk,Financial Services,Asset Management,2638272004096.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,6.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.sfcapital.co.id
LUCY.JK,PT Lima Dua Lima Tiga Tbk,Consumer Cyclical,Restaurants,1264836149248.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,11.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://lucy-group.com
LEAD.JK,PT Logindo Samudramakmur Tbk.,Industrials,Marine Shipping,1322312531968.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,22.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://logindo.co.id
OBAT.JK,,Consumer Defensive,Packaged Foods,234000007168.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,LL,28.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.brigit.co.id
UFOE.JK,PT Damai Sejahtera Abadi Tbk,Consumer Cyclical,Department Stores,550669713408.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,30.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi,https://www.ufoelektronika.com
BOAT.JK,,Energy,Oil & Gas Drilling,763366277120.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,28.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://nms-ina.com
KREN.JK,PT Quantum Clovera Investama Tbk,Financial Services,Asset Management,618944462848.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,1.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://quantumclovera.com
FITT.JK,PT Hotel Fitra International Tbk,Consumer Cyclical,Lodging,649527427072.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,HL,30.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.fitratbk.com
KRAH.JK,PT Grand Kartech Tbk,,,423438843904.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,
KOPI.JK,PT Mitra Energi Persada Tbk,Energy,Oil & Gas Refining & Marketing,209180000256.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,24.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi,https://new.mitraenergipersada.com
SOTS.JK,PT Satria Mega Kencana Tbk,Consumer Cyclical,Lodging,5025019985920.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,29.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://satriamegakencana.com
WAPO.JK,PT Wahana Pronatural Tbk,Consumer Defensive,Packaged Foods,225848016896.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,34.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.wapo.co.id
SATU.JK,PT Kota Satu Properti Tbk,Real Estate,Real Estate - Development,368500015104.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,13.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://kotasatuproperti.com
SHIP.JK,PT Sillo Maritime Perdana Tbk,Energy,Oil & Gas Equipment & Services,12429440319488.0,Menengah,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,HL,32.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.sillomaritime.com
LFLO.JK,PT Imago Mulia Persada Tbk,Consumer Cyclical,"Furnishings, Fixtures & Appliances",869643714560.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,32.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.imago-int.com
BLUE.JK,PT Berkah Prima Perkasa Tbk,Technology,Electronics & Computer Distribution,2121349988352.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,19.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.blueprint-indonesia.com
BRAM.JK,PT Indo Kordsa Tbk,Consumer Cyclical,Textile Manufacturing,2137770688512.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,25.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.indokordsa.com
NICK.JK,PT Charnic Capital Tbk,Real Estate,Real Estate Services,879052521472.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,41.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi,https://www.charnic.com
SOLA.JK,,Industrials,Engineering & Construction,496318119936.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,37.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.xolare.co.id
MEJA.JK,,Industrials,Engineering & Construction,303693430784.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,10.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://interra.co.id
LIVE.JK,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1561621692416.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,32.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.homeco.co.id
HYGN.JK,,Industrials,Specialty Business Services,446609260544.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,22.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.ecocare.id
UVCR.JK,PT Trimegah Karya Pratama Tbk,Technology,Software - Application,398028832768.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,24.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://ultravoucher.co.id
ISAT.JK,PT Indosat Ooredoo Hutchison Tbk,Communication Services,Telecom Services,72886828138496.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,28.0,0.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://indosatooredoo.com
AREA.JK,,Technology,Information Technology Services,1295196487680.0,Kecil,WAIT,BEARISH,NETRAL,SELL,HL,21.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.area31.id
BIPI.JK,PT Astrindo Nusantara Infrastruktur Tbk,Industrials,Infrastructure Operations,12869459509248.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,21.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.astrindonusantara.com
ATLA.JK,,Energy,Oil & Gas Equipment & Services,415369822208.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,20.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://atlantissubsea.com
FLMC.JK,PT Falmaco Nonwoven Industri Tbk,Consumer Defensive,Household & Personal Products,141406240768.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,27.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi,https://www.falmaco-nonwoven.com
BATR.JK,,Basic Materials,Building Materials,341829222400.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,22.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://bentengapi.com
IPAC.JK,PT Era Graharealty Tbk,Real Estate,Real Estate Services,168126726144.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,25.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.eraindonesia.com
SPRE.JK,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",284799991808.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,36.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://sorayaberjaya.id
MARI.JK,PT Mahaka Radio Integra Tbk,Communication Services,Broadcasting,246874259456.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,7.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi,https://jak101fm.com
AIMS.JK,PT Artha Mahiya Investama Tbk,Energy,Thermal Coal,92400001024.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,34.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi,https://www.aimsinvestama.com
ANDI.JK,"PT Andira Agro, Tbk",Consumer Defensive,Farm Products,336599973888.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,7.0,0.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|⚠️ PBV agak tinggi,https://www.andiraagro.com
AHAP.JK,PT Asuransi Harta Aman Pratama Tbk,Financial Services,Insurance - Property & Casualty,935899955200.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,21.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.asuransi-harta.co.id
MAGP.JK,PT Multi Agro Gemilang Plantation Tbk,,,449999962112.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,
LABS.JK,,Healthcare,Medical Devices,541150019584.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,21.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.ubcindonesia.com
DOSS.JK,,Consumer Cyclical,Specialty Retail,389849972736.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,29.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://globalsuksesdigital.com
PTMR.JK,,Consumer Cyclical,Packaging & Containers,713217998848.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.masterprint.co.id
MKAP.JK,,Energy,Oil & Gas Equipment & Services,2079999918080.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,22.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.mkapr.co.id
TDPM.JK,PT Tridomain Performance Materials Tbk,,,1247726796800.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi,
SUGI.JK,,,,,Unknown,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,,
TIRA.JK,PT Tira Austenite Tbk,Industrials,Industrial Distribution,770279997440.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,43.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.tiraaustenite.com
RCCC.JK,PT Utama Radar Cahaya Tbk,Industrials,Trucking,136237506560.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,32.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://www.utamaradarcahaya.com
GULA.JK,PT Aman Agrindo Tbk,Consumer Defensive,Farm Products,464537321472.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,28.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.amanagrindo.co.id
MABA.JK,PT Marga Abhinaya Abadi Tbk,,,768259981312.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,
AMMS.JK,PT Agung Menjangan Mas Tbk,Consumer Defensive,Farm Products,704119177216.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,24.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://agungmm.com
BESS.JK,PT Batulicin Nusantara Maritim Tbk,Industrials,Marine Shipping,6055201341440.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,31.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://batulicinnusantaramaritim.com
ESTA.JK,PT Esta Multi Usaha Tbk,Consumer Cyclical,Lodging,960440303616.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,HL,17.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.estamultiusaha.co.id
ASPI.JK,PT Andalan Sakti Primaindo Tbk,Consumer Cyclical,Residential Construction,413705502720.0,Kecil,WAIT,BEARISH,NETRAL,SELL,HL,28.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.ansa-land.com
EURO.JK,PT Estee Gold Feet Tbk,Consumer Defensive,Household & Personal Products,1822410801152.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,23.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.esteegoldaerosol.com
KLIN.JK,PT Klinko Karya Imaji Tbk,Consumer Cyclical,Home Improvement Retail,243200655360.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,32.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://klinko.id
AYLS.JK,PT Agro Yasa Lestari Tbk,Consumer Defensive,Food Distribution,257733820416.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,18.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://agroyasalestari.com
KRYA.JK,PT Bangun Karya Perkasa Jaya Tbk,Industrials,Engineering & Construction,234616029184.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,LL,22.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.ptbkpjaya.com
CRAB.JK,PT Toba Surimi Industries Tbk,Consumer Defensive,Packaged Foods,643500015616.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,18.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.tobasurimi.com
MEDS.JK,PT Hetzer Medical Indonesia Tbk,Healthcare,Medical Instruments & Supplies,121874997248.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,25.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://www.evoplusmed.com
SDMU.JK,PT Sidomulyo Selaras Tbk,Industrials,Trucking,290339160064.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,26.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.sidomulyo.com
PRAY.JK,PT Famon Awal Bros Sedaya Tbk,Healthcare,Medical Care Facilities,11865508806656.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,22.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://primayahospital.com
SCPI.JK,Organon Pharma Indonesia PT,,,,Unknown,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,,
PURI.JK,PT Puri Global Sukses Tbk,Real Estate,Real Estate - Development,269999996928.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,27.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.puriglobalsukses.com
TAMA.JK,PT Lancartama Sejati Tbk,Real Estate,Real Estate - Development,73200041984.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,14.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://www.lancartamasejati.com
TAYS.JK,PT Jaya Swarasa Agung Tbk,Consumer Defensive,Packaged Foods,91210350592.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,21.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi,https://www.taysbakers.com
ARTA.JK,PT Arthavest Tbk,Consumer Cyclical,Lodging,1371289681920.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,29.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.arthavest.com
KMDS.JK,"PT Kurniamitra Duta Sentosa, Tbk",Consumer Defensive,Food Distribution,503999987712.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,24.0,0.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.kmds.co.id
DEWI.JK,PT Dewi Shri Farmindo Tbk.,Consumer Defensive,Farm Products,330000007168.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,HL,30.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://dewishrifarmindo.com
KDTN.JK,PT Puri Sentul Permai Tbk,Consumer Cyclical,Restaurants,1575029309440.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,16.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.kedaton8.com
SOFA.JK,PT Boston Furniture Industries Tbk,Utilities,Utilities - Renewable,816865804288.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,HL,24.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.boston-industries.com
TAXI.JK,PT Express Transindo Utama Tbk,Industrials,Railroads,368051290112.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,1.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://expressgroup.co.id
CSIS.JK,PT Cahayasakti Investindo Sukses Tbk,Real Estate,Real Estate - Development,592855171072.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,33.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi,https://www.csis.co.id
ENAK.JK,PT Champ Resto Indonesia Tbk,Consumer Cyclical,Restaurants,1267500056576.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,HL,19.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.champ-group.com
